101e6dfba90b9b82a23caf5e47f72e97,C:\Program Files\4VBTZWE4Ngo6.exe,75
9ce27e525cb4e850895e9daa8818d8e6,C:\ProgramData\ヴォロディミ.exe.GZWJ7,60
2e1998d728d2e73c31e6f65910235fdb,C:\Users\MjolnirTraining\AppData\Local\Microsoft\Windows\Explorer\ExplorerStartupLog.etl,75
8c00eef1c07a429d53c38a67054ec189,C:\Users\MjolnirTraining\AppData\Local\Microsoft\Windows\Explorer\ExplorerStartupLog_RunOnce.etl,75
1ef5b69109a6cc2585db9fd3724d7636,C:\Users\MjolnirTraining\AppData\Local\Microsoft\Windows\Explorer\RyukReadMe.html,75
b623140136560adaf3786e262c01676f,C:\Users\MjolnirTraining\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db,75
e87a124018c0184ac43e85a1d54bda42,C:\Users\MjolnirTraining\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db,75
ebdbeab1548c3ab36fb9b6404c1e4896,C:\Users\MjolnirTraining\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db,75
dac54d1cf20f0901bf1334588754dc16,C:\Users\MjolnirTraining\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db,75
f78bdde37ad04bfdd2d52681541016ee,C:\Users\MjolnirTraining\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db,75
2034995f0bbaa16db835b462eb78152a,C:\Users\MjolnirTraining\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db,75
24d05101e5fc0a61d6aaf9b801c0ba39,C:\Users\MjolnirTraining\Downloads\Oct 2019\19075-NYPD.exe,75
bbe877532a0d17c442eeadc33b1efe67,C:\Users\MjolnirTraining\Downloads\Oct 2019\CXYIJlo.exe,75
bbe877532a0d17c442eeadc33b1efe67,C:\Users\MjolnirTraining\Downloads\Oct 2019\EtuRifr.exe,75
